SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type,Column
46872,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,2014-05-29,JSTOR - Global Plants Collection 2012-2015,2014-05-29,2015-07-31,HEFCE JSTOR JSTOR Archive July 2026,2012-08-01,2015-07-31,Direct,England,Request sent,Yearly Agreement,
46875,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,2014-05-30,Oxford Bibliographies Online 2013-2014,2014-05-30,2014-08-31,JISC Collections Oxford University Press OUP Online Products Aug 2014,2013-09-01,2014-08-31,Sublicence,England,Active,Yearly Agreement,
46828,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,2014-05-28,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46864,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,2014-05-29,Info4education - Construction Information Service (Without British Standards) (3 Year Commitment) 2014-2017,2014-06-01,2017-05-31,Jisc Collections IHS Info4education Construction Information Service (Without BS) 3-year May 2017,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46865,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,2014-05-29,Info4education - Occupational Health & Safety Information Service (Without British Standards)  (3 Year Commitment) 2014-2017,2014-06-01,2017-05-31,Jisc Collections IHS Info4Education Occupational Health & Safety Information Service (without BS) 3-year May 2017,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46702,University_of_Chichester,Band 9,Higher Education,University of Chichester,Active,2014-05-12,Jisc eCollections: Historic Books and Journal Archives for HE 2014-2017,2014-08-01,2017-07-31,Jisc eCollections: Historic Books & Journal Archives for HE 2014-17,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement,
46708,University_of_Chichester,Band 9,Higher Education,University of Chichester,Active,2014-05-12,Jisc eCollections for Higher Education Institutions,2014-05-12,2014-07-31,JISC eCollections 2011-2014 sublicence agreement,2011-08-01,2014-07-31,Sublicence,England,Active,Yearly Agreement,
46843,University_of_East_Anglia,Band 5,Higher Education,University of East Anglia,Active,2014-05-28,Elsevier Gold Retrospective 2013 article fees,2014-04-01,2014-12-31,Elsevier Gold Retrospective 2013 Fees licence holding document,2013-04-01,2014-12-31,Direct,England,Request sent,Consortia Agreement,
46785,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,2014-05-23,British History Online Premium Content 2013 - 2018,2014-06-01,2018-10-31,JISC Collections Insitute of History British History Online Premium Content Oct 2018,2013-11-01,2018-10-31,Sublicence,Scotland,Active,Yearly Agreement,
46691,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,2014-05-07,Churchill Archive: Perpetual Purchase Option 2014 - 2017,2014-05-12,2016-07-31,Churchill Archive Perpetual Purchase 2014,2013-08-01,2016-07-31,Direct,England,Request sent,Yearly Agreement,
46767,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,2014-05-22,Portico eJournals (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46768,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,2014-05-22,Portico eBooks (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico eBooks June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46695,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,2014-05-08,Annual Reviews NESLi2 2012 to 2014 agreement (Annual commitment - 2014 only) ,2014-05-08,2014-12-31,Jisc Collections Annual Reviews Annual Option December 2014,2014-01-01,2014-12-31,Direct,Scotland,Active,NESLi2 Agreement,
46822,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,2014-05-28,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,Scotland,Active,Yearly Agreement,
46726,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-05-16,Portico eJournals (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46727,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-05-16,Portico eBooks (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico eBooks June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46683,University_of_Manchester,Band 1,Higher Education,University of Manchester,Active,2014-05-06,LOCKSS (Lots Of Copies Keep Stuff Safe) UK Alliance Membership 2014-15,2014-08-01,2015-07-31,Jisc Collections Edina LOCKSS August 2015,2014-08-01,2015-07-31,Sublicence,England,Active,Yearly Agreement,
46755,University_of_Manchester,Band 1,Higher Education,University of Manchester,Active,2014-05-21,Portico eBooks (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico eBooks June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46756,University_of_Manchester,Band 1,Higher Education,University of Manchester,Active,2014-05-21,Portico eJournals (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46689,University_of_Plymouth,Band 5,Higher Education,University of Plymouth,Active,2014-05-07,British Online Archives: complete collection 2012-16,2014-05-07,2016-12-31,JISC Collections Microform Academic Publishers British Online Archives December 2016,2012-01-01,2016-12-31,Sublicence,England,Active,Yearly Agreement,
46810,University_of_Plymouth,Band 5,Higher Education,University of Plymouth,Active,2014-05-27,Info4education - Construction Information Service (3 Year Commitment) 2014-2017,2014-06-01,2017-05-31,JISC Collections IHS Info4Education Construction Information Service 3-year May 2017,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46783,University_of_Reading,Band 5,Higher Education,University of Reading,Active,2014-05-22,British Academy Publications Online 2013-2014,2014-06-01,2014-08-31,JISC Collections Oxford University Press OUP Online Products Aug 2014,2013-09-01,2014-08-31,Sublicence,England,Active,Yearly Agreement,
46873,University_of_Reading,Band 5,Higher Education,University of Reading,Active,2014-05-29,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46850,University_of_Salford,Band 5,Higher Education,University of Salford,Active,2014-05-29,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46672,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-05-01,Oxford Bibliographies Online 2013-2014,2014-05-01,2014-08-31,JISC Collections Oxford University Press OUP Online Products Aug 2014,2013-09-01,2014-08-31,Sublicence,England,Active,Yearly Agreement,
46748,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-05-20,IET eBook Ultimate Collection 2014 agreement,2014-05-20,2014-12-31,IET Ultimate eBooks Collection agreement 2014,2014-01-01,2014-12-31,Direct,England,Active,NESLi2 Agreement,
46790,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-05-23,Portico eBooks (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico eBooks June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46791,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-05-23,Portico eJournals (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46804,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-05-27,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46796,University_of_South_Wales,Band 5,Higher Education,University of South Wales,Active,2014-05-23,Info4education - Portal (All Products) Annual Commitment 2014-2017,2014-06-01,2017-05-31,Jisc Collections IHS Info4education Portal Annual May 2017,2014-06-01,2017-05-31,Sublicence,Wales,Active,Yearly Agreement,
46798,University_of_South_Wales,Band 5,Higher Education,University of South Wales,Active,2014-05-23,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,Wales,Active,Yearly Agreement,
46844,University_of_Southampton,Band 3,Higher Education,University of Southampton,Active,2014-05-28,Elsevier Gold Retrospective 2013 article fees,2014-04-01,2014-12-31,Elsevier Gold Retrospective 2013 Fees licence holding document,2013-04-01,2014-12-31,Direct,England,Request sent,Consortia Agreement,
46851,University_of_Southampton,Band 3,Higher Education,University of Southampton,Active,2014-05-29,Early English Books Online - Text Creation Partnership 2014-2016,2014-05-29,2016-12-31,"HEFC Proquest Information and Learning Early English Books Online in perpetuity and Jisc Collections The Chancellor, Masters and Scholars of the University of Oxford Early English Books Online Text files Phase 2 in perpetuity",2014-01-01,2016-12-31,Sublicence,England,Active,Yearly Agreement,
46731,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2014-05-16,Portico eJournals (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,Scotland,Request sent,Yearly Agreement,
46772,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2014-05-22,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,Scotland,Active,Yearly Agreement,
46820,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2014-05-27,Cambridge Books Online Evidence-based Acquisition (Monographs),2014-05-27,2014-07-31,JISC Collections Cambridge Books Online Evidence-based Acquisition (Monographs) July 2014,2013-08-01,2014-07-31,Direct,Scotland,Request sent,NESLi2 Agreement,
46821,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2014-05-27,Info4education - Portal (All Products) 3 Year Commitment (2014-2017),2014-06-01,2017-05-31,Jisc Collections IHS Info4education Portal 3-year May 2017,2014-06-01,2017-05-31,Sublicence,Scotland,Active,Yearly Agreement,
46799,University_of_Surrey,Band 5,Higher Education,University of Surrey,Active,2014-05-23,Portico eJournals (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46800,University_of_Surrey,Band 5,Higher Education,University of Surrey,Active,2014-05-23,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46856,University_of_Surrey,Band 5,Higher Education,University of Surrey,Active,2014-05-29,Info4education - Construction Information Service (Without British Standards) (Annual Commitment) 2014-2017,2014-06-01,2017-05-31,JISC Collections IHS Info4Education Construction Information Service (Without BS) Annual May 2017,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46713,University_of_the_West_of_England,Band 5,Higher Education,University of the West of England,Active,2014-05-13,Digital Theatre Plus,2014-05-13,2016-04-30,JISC Collections Digital Theatre Ltd Digital Theatre Plus Apr 2016,2013-05-01,2016-04-30,Direct,England,Request sent,Yearly Agreement,
46724,University_of_the_West_of_England,Band 5,Higher Education,University of the West of England,Active,2014-05-16,Carl Giles Digital Archive,2014-05-16,2100-09-01,HEFCE University of Kent Carl Giles Digital Archive in perpetuity,2009-08-31,2100-09-01,Sublicence,England,Active,Free Agreement,
46816,University_of_the_West_of_England,Band 5,Higher Education,University of the West of England,Active,2014-05-27,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46878,University_of_the_West_of_England,Band 5,Higher Education,University of the West of England,Active,2014-05-30,Credo Reference Academic Core Premium Collection with Customised Topic Pages (2014-2017) - 3 Year Commitment,2014-06-01,2017-05-31,Credo Reference Academic Core Premium Collection with Customised Topic Pages (2014-2017) - 3 Year Commitment,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46697,University_of_Ulster,Band 5,Higher Education,University of Ulster,Active,2014-05-08,IET eBook Ultimate Collection 2014 agreement,2014-05-08,2014-12-31,IET Ultimate eBooks Collection agreement 2014,2014-01-01,2014-12-31,Direct,Northern Ireland,Active,NESLi2 Agreement,
46801,University_of_Ulster,Band 5,Higher Education,University of Ulster,Active,2014-05-23,Info4education - Portal (All Products) 3 Year Commitment (2014-2017),2014-06-01,2017-05-31,Jisc Collections IHS Info4education Portal 3-year May 2017,2014-06-01,2017-05-31,Sublicence,Northern Ireland,Active,Yearly Agreement,
46806,University_of_Ulster,Band 5,Higher Education,University of Ulster,Active,2014-05-27,IET eBook Ultimate Collection 2014 agreement,2014-05-27,2014-12-31,IET Ultimate eBooks Collection agreement 2014,2014-01-01,2014-12-31,Direct,Northern Ireland,Active,NESLi2 Agreement,
46722,University_of_Westminster,Band 5,Higher Education,University of Westminster,Active,2014-05-15,Portico (2014-2017),2014-07-01,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement,
46777,University_of_Westminster,Band 5,Higher Education,University of Westminster,Active,2014-05-22,British Standards Online 2014-2017,2014-06-01,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46855,University_of_Westminster,Band 5,Higher Education,University of Westminster,Active,2014-05-29,Info4education - Construction Information Service (3 Year Commitment) 2014-2017,2014-06-01,2017-05-31,JISC Collections IHS Info4Education Construction Information Service 3-year May 2017,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46834,University_of_Winchester,Band 8,Higher Education,University of Winchester,Active,2014-05-28,Credo Reference Academic Core Premium Collection with Standard Topic Pages (2014-2017) - Annual Commitment,2014-06-01,2017-05-31,Credo Reference Academic Core Premium Collection with Standard Topic Pages (2014-2017) - Annual Commitment,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement,
46715,University_of_Worcester,Band 7,Higher Education,University of Worcester,Active,2014-05-14,JSTOR - Arts & Sciences I Collection 2012-15 renewal,2014-08-01,2015-07-31,HEFCE JSTOR JSTOR Archive July 2026,2012-08-01,2015-07-31,Direct,England,Request sent,Yearly Agreement,
46718,University_of_York,Band 4,Higher Education,University of York,Active,2014-05-15,Embase (via the Ovid platform): 2013 - 2016 Agreement ,2014-08-01,2016-07-31,Jisc Collections Wolters Kluwer Health (Medical Research) Ltd Embase July 2016,2013-08-01,2016-07-31,Direct,England,Request sent,Yearly Agreement,
46807,University_of_York,Band 4,Higher Education,University of York,Active,2014-05-27, Cairn Collections 2014 - 2017,2014-06-01,2016-12-31,Jisc Collections Cairn Cairn Collections 2014-2017,2014-01-01,2016-12-31,Direct,England,Request sent,Yearly Agreement,
46808,University_of_York,Band 4,Higher Education,University of York,Active,2014-05-27,LOCKSS (Lots Of Copies Keep Stuff Safe) UK Alliance Membership 2014-15,2014-08-01,2015-07-31,Jisc Collections Edina LOCKSS August 2015,2014-08-01,2015-07-31,Sublicence,England,Active,Yearly Agreement,
46470,University_of_Oxford,Band 1,Higher Education,University of Oxford,Active,2014-04-02,Carl Giles Digital Archive,2014-04-02,2100-09-01,HEFCE University of Kent Carl Giles Digital Archive in perpetuity,2009-08-31,2100-09-01,Sublicence,England,Active,Free Agreement,
46463,University_of_Oxford,Band 1,Higher Education,University of Oxford,Active,2014-04-01,Bridgeman Education (Annual Commitment) 2014-2017,2014-04-01,2017-03-31,Jisc Collections Bridgeman Bridgeman Education (Annual Commitment) 2014-2017,2014-04-01,2017-03-31,Sublicence,England,Active,Yearly Agreement,
46469,University_of_Oxford,Band 1,Higher Education,University of Oxford,Active,2014-04-02,Cambridge Companions Online - Complete Collection (adjusted pricing) 2014-2015,2014-04-02,2015-01-08,JISC Collections Cambridge University Press Cambridge Companions Online Jan 2015,2014-01-09,2015-01-08,Sublicence,England,Active,Yearly Agreement,
39423,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2012-08-29,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,"18th and 19th and 20th Century House of Commons Parliamentary Papers, British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection 2012-2014 sublicence agreement",2012-11-01,2014-10-31,Sublicence,,Active,Yearly Agreement,
45018,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-11-12,19th Century British Library Newspapers (2013-2014) ,2013-11-12,2014-03-24,19th Century British Library Newspapers,2013-08-01,2014-03-24,Direct,,Request sent,Free Agreement,
42589,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-06-19,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2013-06-19,2015-07-31,JISC Collections Gale International Ltd 19th Century UK Periodicals Online (Series 1) perpetual,2012-08-01,2015-07-31,Direct,,Active,Yearly Agreement,
35145,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-07-13,ACLS Humanities E-Book 2011-2014,2011-08-01,2014-07-31,JISC Collections American Council of Learned Societies ACLS EBook July 2014  ,2011-08-01,2014-07-31,Sublicence,,Active,Yearly Agreement,
44899,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-10-31,British History Online Premium Content 2013 - 2018,2013-11-01,2018-10-31,JISC Collections Insitute of History British History Online Premium Content Oct 2018,2013-11-01,2018-10-31,Sublicence,,Active,Yearly Agreement,
37430,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2012-05-29,British Standards Online,2012-06-01,2014-05-31,JISC Collections British Standards Institution British Standards Online Agreement May 2014,2011-06-01,2014-05-31,Sublicence,,Active,Yearly Agreement,
35153,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-07-13,Credo Reference 100  (standard package) Annual Commitment,2011-07-13,2014-05-31,JISC Collections Credo Reference Ltd Credo Reference May 2014 ,2011-06-01,2014-05-31,Sublicence,,Active,Yearly Agreement,
35144,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-07-13,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,Digimap Ordnance Survey Collection test sublicence agreement 2011-2015,2011-08-01,2016-07-31,Sublicence,,Active,Yearly Agreement,
45135,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-11-25,Drama Online: Perpetual Purchase ,2013-11-25,2115-02-28,Drama Online Perpetual Purchase Agreement,2013-03-01,2115-02-28,Direct,,Request sent,One-off Agreement,
42445,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-06-12,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2016",2013-08-01,2014-07-31,JISC Collections ProQuest Literature Datasets,2013-08-01,2014-07-31,Sublicence,,Active,Yearly Agreement,
27463,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2009-10-28,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-10-28,2014-08-31,"JISC Collections Newsbank, Inc. FBIS Daily Report (1974-1996) perpetual",2009-09-01,2014-08-31,Sublicence,,Active,Free Agreement,
30660,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2010-07-19,Geology Digimap: 2010-2016 Agreement,2010-08-01,2016-07-31,JISC Collections Natural Environment Research Council British Geological Survey Data July 2016,2010-08-01,2016-07-31,Sublicence,,Active,Yearly Agreement,
42899,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-07-05,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,Landmark_Information_Group_JISC_Collections_August_2016_sub-licence,2013-08-01,2016-07-31,Sublicence,,Active,Yearly Agreement,
42897,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-07-05,Informit AGIS Plus Text 2012-2015,2013-07-05,2015-08-30,JISC Collections RMIT Publishing Informit August 2015,2012-08-31,2015-08-30,Direct,,Request sent,Yearly Agreement,
42898,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-07-05,Informit Indigenous Collection 2012-2015,2013-07-05,2015-08-30,JISC Collections RMIT Publishing Informit August 2015,2012-08-31,2015-08-30,Direct,,Request sent,Yearly Agreement,
44705,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-10-22,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-22,2016-09-30,Thomson WOK Sub Licence A,2013-10-01,2016-09-30,Sublicence,,Active,Yearly Agreement,
41650,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-03-14,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-03-14,2018-02-06,JUSP institutional participation agreement 1 Dec 2012 - no expiry,2012-12-01,2018-02-06,Sublicence,,Active,Free Agreement,
44829,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-10-28,JSTOR - Global Plants Collection 2012-2015,2013-10-28,2015-07-31,HEFCE JSTOR JSTOR Archive July 2026,2012-08-01,2015-07-31,Direct,,Request sent,Yearly Agreement,
40837,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2012-12-04,Literature Online  2012 - 2015,2013-01-01,2015-12-31,JISC Collections ProQuest Information and Learning LION December 2015,2013-01-01,2015-12-31,Sublicence,,Active,Yearly Agreement,
36095,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-10-12,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-10-12,2014-07-31,JISC Collections Oxford University Pressl Journal Archive Upgrade no expiry date 230811 final,2011-08-01,2014-07-31,Sublicence,,Active,Free Agreement,
44652,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-10-18,Project Muse Humanities Collection NESLi2 Agreement,2014-01-01,2014-12-31,,2014-01-01,2014-12-31,Sublicence,,Active,NESLi2 Agreement,
36876,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-12-15,Reaxys 2011-2014,2011-12-15,2014-10-31,JISC Collections Elsevier Reaxys October 2014,2011-11-01,2014-10-31,Direct,,Request sent,Yearly Agreement,
34918,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-06-24,SciVerse Scopus ,2011-06-24,2015-03-31,SciVerse Scopus 2011-2014,2011-04-01,2015-03-31,Direct,,Request sent,Yearly Agreement,
41823,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-04-26,SpringerProtocols,2013-04-26,2017-12-31,SpringerProtocols,2013-01-01,2017-12-31,Sublicence,,Active,Free Agreement,
46129,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2014-02-03,The Burney Collection ,2014-02-03,2015-07-31,Cengage Jisc Collections Burney Collection July 2015,2014-01-01,2015-07-31,Direct,,Request sent,Yearly Agreement,
34854,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-06-17,The Shakespeare Collection 2011-2014,2011-08-01,2014-07-31,JISC Collections Cengage Learning The Shakespeare Collection Agreement July 2014,2011-08-01,2014-07-31,Sublicence,,Active,Yearly Agreement,
34853,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2011-06-17,The Times Digital Archive (1785-1985) 2011-2014,2011-08-01,2014-07-31,JISC Collections Cengage Learning (EMEA) Ltd Times Digital Archive July 2014,2011-08-01,2014-07-31,Sublicence,,Active,Yearly Agreement,
39421,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2012-08-29,Daily Mirror (UKPressOnline),2012-08-29,2015-07-31,,2012-08-01,2015-07-31,Sublicence,,Active,Yearly Agreement,
44549,University_of_Oxford,Band 1,Higher Education,University of Oxford,,2013-10-10,Web of Knowledge 2013-2016,2013-10-10,2016-09-30,,2013-10-01,2016-09-30,Sublicence,,Active,Yearly Agreement,
