publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,identifier.jusp,hybrid_oa
"Sexually Transmitted Infections,1368-4973,1472-3263,1998-01-01,74,1,,,,http://sti.bmj.com/,,"""","""",fulltext,previously: Genitourinary Medicine 1985-1997; British Journal of Venereal Diseases 1925-1984,BMJ,7584,null,/swets/package-files/kbplus_pkg_315.csv
"Student BMJ,0966-649X,1752 069X,1992-01-01,,,,,,http://student.bmj.com/,,"""","""",fulltext,"""",BMJ,"""",null,/swets/package-files/kbplus_pkg_315.csv
"The Journal of Neurology and Psychopathology,0266-8637,"""",1920-05-01,1,1,1937-04-30,,,http://jnnp.bmj.com/,,"""","""",fulltext,""now: Journal of Neurology, Neurosurgery and Psychiatry 1944 to present; previously: Journal of Neurology, Neurology and Psychiatry 1938-1943; The Journal of Neurology and Psychopathology 1920-1937"","""","""",null,/swets/package-files/kbplus_pkg_315.csv
"The Veterinary Record,0042-4900,2042-7670,1996-01-01,138,1,,,,http://veterinaryrecord.bmj.com,,"""","""",fulltext,"""",BMJ,7587,null,/swets/package-files/kbplus_pkg_315.csv
"Thorax,0040-6376,1468-3296,1946-03-01,1,1,,,,http://thorax.bmj.com/,,"""","""",fulltext,"""",BMJ/British Thoracic Society,7585,null,/swets/package-files/kbplus_pkg_315.csv
"Tobacco Control,0964-4563,1468-3318,1992-03-01,1,1,,,,http://tc.bmj.com/,,"""","""",fulltext,"""",BMJ,7586,null,/swets/package-files/kbplus_pkg_315.csv
"Journal of Epidemiology and Community Health (1978),0141-7681,"""",1978-03-01,32,1,1978-12-01,32,4,http://jech.bmj.com/,,"""","""",fulltext,now: Journal of Epidemiology and Community Health 1979-present; previously: Epidemiology and Community Health 1978-1978; British Journal of Preventive and Social Medicine 1953-1977; British Journal of Social Medicine 1947-1952,"""",15277,null,/swets/package-files/kbplus_pkg_315.csv
"BMJ Open Diabetes Research & Care,"""",2052-4897,2013-06-01,1,1,,,,http://drc.bmj.com,,"""","""",fulltext,open access,"""","""",null,/swets/package-files/kbplus_pkg_315.csv
"BMJ Open Gastroenterology,"""",2054-4774,2014-11-01,1,1,,,,http://bmjopengastro.bmj.com/,,"""","""",fulltext,open access,"""","""",null,/swets/package-files/kbplus_pkg_315.csv
"BMJ Open Respiratory Research,"""",2052-4439,2014-05-01,1,1,,,,http://bmjopenrespres.bmj.com,,"""","""",fulltext,open access,"""","""",null,/swets/package-files/kbplus_pkg_315.csv
"BMJ Simulation & Technology Enhanced Learning,"""",2056-6697,2014-11-01,1,1,,,,http://stel.bmj.com,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_315.csv
"Lupus Science & Medicine,"""",2053-8790,2014-01-01,1,1,,,,http://lupus.bmj.com,,"""","""",fulltext,open access,"""","""",null,/swets/package-files/kbplus_pkg_315.csv
"Open Heart,"""",2044-6055,2014-08-01,1,1,,,,http://openheart.bmj.com/,,"""","""",fulltext,open access,"""","""",null,/swets/package-files/kbplus_pkg_315.csv
"Veterinary Record Case Reports,"""",2052-6121,2013-01-01,1,1,,,,http://vetrecordcasereports.bmj.com/,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_315.csv
"Veterinary Record Open,"""",2052-6113,2014-02-01,1,1,,,,http://vetrecordopen.bmj.com/,,"""","""",fulltext,open access,"""","""",null,/swets/package-files/kbplus_pkg_315.csv
"British Journal of Radiology,0007-1285,1748-880X,,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_315.csv
"Policy & Politics,0305-5736,"""",2000-01-01,,,,,,http://www.ingentaconnect.com/content/tpp/pap,,"""","""",fulltext,"""",Policy Press,"""",null,/swets/package-files/kbplus_pkg_440.csv
"Evidence and Policy,1744-2648,1744-2656,2005-01-01,1,1,,,,http://www.ingentaconnect.com/content/tpp/ep,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_440.csv
"Journal of Poverty and Social Justice,1759-8273,1759-8281,2010-01-01,18,1,,,,http://www.ingentaconnect.com/content/tpp/jpsj,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_440.csv
"Families Relationships and Societies,2046-7443,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_440.csv
"Voluntary Sector Review,2040-8064,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_440.csv
"Art Design and Communication in Higher Education,1474-273X,2040-0896,2002-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/adche,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Creative Industries Journal,1751-0694,1751-0708,2008-01-01,1,1,2013-12-31,6,2,http://www.ingentaconnect.com/content/intellect/cij,,"""","""",fulltext,Trasnsfer out 2014: receiving publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"European Journal of American Culture,1466-0407,1758-9118,2001-01-01,20,1,,,,http://www.ingentaconnect.com/content/intellect/ejac,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Film International,1651-6826,2040-3801,2003-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/fint,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Film Matters,2042-1869,2042-1877,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/fm,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Interactions: Studies in Communication & Culture,1757-2681,1757-269X,2009-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/iscc,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Community Music,1752-6299,1752-6302,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/ijcm,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Digital Television,2040-4182,2040-4190,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jdtv,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Education Through Art,1743-5234,2040-090X,2005-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/eta,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Francophone Studies,1368-2679,1758-9142,2001-01-01,4,1,,,,http://www.ingentaconnect.com/content/intellect/ijfs,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Iberian Studies,1364-971X,1758-9150,2001-01-01,14,1,,,,http://www.ingentaconnect.com/content/intellect/ijis,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Media and Cultural Politics,1740-8296,2040-0918,2005-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/mcp,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"International Journal of Performance Arts and Digital Media,1479-4713,2040-0934,2005-01-01,1,1,2013-08-30,9,2,http://www.ingentaconnect.com/content/intellect/padm,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Applied Arts & Health,2040-2457,2040-2465,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jaah,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Gaming & Virtual Worlds,1757-191X,1757-1928,2009-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jgvw,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Media Practice,1468-2753,2040-0926,2001-01-01,2,1,2013-12-01,14,4,http://www.ingentaconnect.com/content/intellect/jmp,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Music Technology and Education,1752-7066,1752-7074,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jmte,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Screenwriting,1759-7137,1759-7145,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/josc,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Visual Art Practice,1470-2029,1758-9185,2001-01-01,1,1,2013-12-31,12,2,http://www.ingentaconnect.com/content/intellect/jvap,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"New Cinemas,1474-2756,2040-0578,2002-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/nc,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in Australasian Cinema,1750-3175,1750-3183,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/sac,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in Documentary Film,1750-3280,1750-3299,2007-01-01,1,1,2013-09-30,7,3,http://www.ingentaconnect.com/content/intellect/sdf,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in European Cinema,1741-1548,2040-0594,2004-01-01,1,1,2013-12-31,4,2,http://www.ingentaconnect.com/content/intellect/sec,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in French Cinema,1471-5880,1758-9517,2001-01-01,1,,2013-12-31,13,3,http://www.ingentaconnect.com/content/intellect/sfc,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in Hispanic Cinema,1478-0488,2040-0608,2006-01-01,3,,2012-12-31,9,2,http://www.ingentaconnect.com/content/intellect/shc,,"""","""",fulltext,Change name to Studies in Spanish & Latin American Cinemas ,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in Theatre and Performance,1468-2761,2040-0616,2001-01-01,21,,2013-12-31,33,3,http://www.ingentaconnect.com/content/intellect/stp,,"""","""",fulltext,previously: Studies in Theatre Production. (1990-1999). Transfert out 2014: Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"The Soundtrack,1751-4193,2040-1388,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/ts,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Choreographic Practices,2040-5669,"""",2011-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/chor,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Arts & Community ,1757-1944,"""",2009-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jaac,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Dance & Somatic Practices (print),1757-1871,"""",2009-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jdsp,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Short Fiction in Theory & Practice,2043-0701,"""",2011-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/fict,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Studies in Spanish & Latin American Cinemas ,2050-4837,2050-4845,2013-01-01,10,1,,,,http://www.ingentaconnect.com/content/intellect/sslac,,"""","""",fulltext,Previous title,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Comedy Studies,2040-610X,2040-6118,2010-01-01,1,1,2013-09-01,4,2,http://www.ingentaconnect.com/content/intellect/cost,,"""","""",fulltext,Trasnsfer out 2014: receiving publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"""Film, Fashion and Consumption"",2044-2823,2044-2831,2011-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/ffc,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Popular Television,2046-9861,2046-987X,2013-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jptv,,"""","""",fultext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Philosophy of Photography,2040-3682,2040-3690,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/pop,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Radio Journal,1476-4504,2040-1388,2003-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/rj,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Transnational Cinemas,2040-3526,2040-3534,2010-01-01,1,1,2013-12-31,4,2,http://www.ingentaconnect.com/content/intellect/trac,,"""","""",fulltext,Transfert out : new publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of African Cinemas,1754-9221,1754-923X,2009-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jac,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of African Media Studies,2040-199X,1751-7974,2009-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jams,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Arab and Muslim Media Research,1751-9411,1751-942X,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jammr,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Arab and Muslim Media Research,1751-9411,1751-942X,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jammr,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of European Popular Culture,2040-6134,2040-6142,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jepc,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of European Popular Culture,2040-6134,2040-6142,2010-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jepc,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Adaptation in Film & Performance,1753-6421,1753-643X,2007-01-01,1,1,,,,http://www.ingentaconnect.com/content/intellect/jafp,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Japanese and Korean Cinema,1756-4905,1756-4913,2009-01-01,1,1,2012-12-31,4,2,http://www.ingentaconnect.com/content/intellect/jjkc,,"""","""",fulltext,Transfer out (2014): receiving publisher Taylor and Francis,"""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Crossings - Journal of Migration and Culture,2040-4352,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_469.csv
"Journal of Biological Chemistry,0021-9258,"""",1905-10-01,1,1,,,,http://www.jbc.org/,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_481.csv
"Molecular and Cellular Proteomics,1535-9476,1535-9484,2002-01-01,1,1,,,,http://www.mcponline.org,,"""","""",fulltext,"""",American Society for Biochemistry and Molecular Biology,"""",null,/swets/package-files/kbplus_pkg_481.csv
"Journal of Lipid Research,0022-2275,1539-7262,,,,,,,http://www.jlr.org,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_481.csv
"The Plant Cell,1040-4651,"""",1989-01-01,1,1,,,,http://intl.plantcell.org/,,"""","""",fulltext,"""","""",14592,null,/swets/package-files/kbplus_pkg_489.csv
"Plant Physiology,0032-0889,1532-2548,1926-01-01,1,1,,,,http://www.plantphysiol.org/,,"""","""",fulltext,Supplements from 1955 to 1997 are available at PubMed Central,"""",14080,null,/swets/package-files/kbplus_pkg_489.csv
"Teaching Tools,1080-5850,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_489.csv
"English World Wide,0172-8865,"""",1980-01-01,1,1,,,,http://www.ingentaconnect.com/content/jbp/eww,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_570.csv
"Language Problems and Planning,0272-2690,1569-9889,1977-01-01,1,1,,,,http://www.ingentaconnect.com/content/jbp/lplp,,"""","""",fulltext,"""",John Benjamins Publishing,"""",null,/swets/package-files/kbplus_pkg_570.csv
"Target,0924-1884,1569-9986,1989-01-01,1,1,,,,http://www.ingentaconnect.com/content/jbp/targ,,"""","""",fulltext,"""",John Benjamins Publishing,"""",null,/swets/package-files/kbplus_pkg_570.csv
"Translation Spaces,2211-3711,2211-372X,2012-01-01,2,,,,,http://www.ingentaconnect.com/content/jbp/ts,,"""","""",fulltext,"""",John Benjamins Publishing,"""",null,/swets/package-files/kbplus_pkg_570.csv
"Linguistic Approaches to Bilingualism,1879-9264,1879-9272,2011-01-01,1,1,,,,http://www.ingentaconnect.com/content/jbp/lab,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_570.csv
"Journal of Immersion and Content Based Language Education,2212-8441,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_570.csv
"Confluentes Mathematici,1793-7442,1793-7434,2009-01-01,,,2012-12-31,,,http://www.worldscientific.com/loi/cm,,"""","""",fulltext,Ceased publishing this title in 2013  Free access to previous issues,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"International Journal of Algebra and Computation,0218-1967,1793-6500,2001-01-01,,,,,,http://www.worldscientific.com/loi/ijac,,"""","""",fulltext,"""",World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"International Journal of Modern Physics: Conference Series,"""",2010-1945,2011-01-01,,,,,,http://www.worldscientific.com/loi/ijmpcs,,"""","""",fulltext,Open Access,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"Journal of Astronomical Instrumentation,2251-1717,2251-1725,2012-01-01,,,,,,http://www.worldscientific.com/worldscinet/jai,,"""","""",fulltext,Open Access,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"Journal of Innovative Optical Health Sciences,1793-5458,1793-7205,2008-01-01,,,,,,http://www.worldscientific.com/worldscinet/jiohs,,"""","""",fulltext,Open Access,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"Modern Physics Communications,2315-4373,2315-4381,2013-06-01,,,,,,http://www.worldscientific.com/worldscinet/mpc,,"""","""",fulltext,Content Not Yet Available. Open Access,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"Optics and Photonics Letters,"""",1793-7140,2008-01-01,,,,,,http://www.worldscientific.com/worldscinet/opl,,"""","""",fulltext,Open Access,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"Pure and Applied Mathematics Communications,2315-439X,2315-4403,2013-06-01,,,,,,http://www.worldscientific.com/worldscinet/pamc,,"""","""",fulltext,Content Not Yet Available. Open Access,World Scientific,"""",null,/swets/package-files/kbplus_pkg_617.csv
"International Journal of Modern Physics B,1793-6578,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_617.csv
"Operations  Research,1526-5463,"""",1952-11-01,1,1,,,,http://pubsonline.informs.org/journal/opre,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_799.csv
"Management Science,0025-1909,1526-5501,1954-10-01,1,1,,,,http://pubsonline.informs.org/journal/mnsc,,"""","""",fulltext,"""","""",14033,null,/swets/package-files/kbplus_pkg_799.csv
"Organization Science,1047-7039,1526-5455,1990-02-01,1,1,,,,http://pubsonline.informs.org/journal/orsc,,"""","""",fulltext,"""","""",14602,null,/swets/package-files/kbplus_pkg_799.csv
"Marketing Science,0732-2399,1526-548X,1982-02-01,1,1,,,,http://pubsonline.informs.org/journal/mksc,,"""","""",fulltext,fulltext,"""",14486,null,/swets/package-files/kbplus_pkg_799.csv
"Transportation Science,0041-1655,1526-5447,1967-02-01,1,1,,,,http://pubsonline.informs.org/journal/trsc,,"""","""",fulltext,"""","""",14148,null,/swets/package-files/kbplus_pkg_799.csv
"Mathematics of Operations Research,0364-765X,1526-5471,1976-02-01,1,1,,,,http://pubsonline.informs.org/journal/moor,,"""","""",fulltext,"""","""",14429,null,/swets/package-files/kbplus_pkg_799.csv
"INFORMS Journal on Computing,1526-5528,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_799.csv
"Journal of Design Research,1569-1551,"""",2001-01-01,1,1,,,,http://www.inderscience.com/jhome.php?jcode=JDR,,"""","""","""","""","""","""",null,/swets/package-files/kbplus_pkg_802.csv
"International Journal of Lean Enterprise Research,1754-2294,1754-2308,2014-01-01,1,1,,,,http://inderscience.metapress.com/content/122904/,,"""","""",fulltext,New (2014),"""","""",null,/swets/package-files/kbplus_pkg_802.csv
"International Journal of Information Systems and Management,1751-3227,1751-3235,2014-01-01,1,1-2,,,,http://inderscience.metapress.com/content/122905/,,"""","""",fulltext,New (2014),"""","""",null,/swets/package-files/kbplus_pkg_802.csv
"International Journal of Sustainable Development,1741-5268,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_802.csv
"Optics Letters,0146-9592,"""",1977-07-01,1,1,,,,http://www.opticsinfobase.org/ol/browse.cfm,,"""","""",fulltext,"""",Optical Society,"""",null,/swets/package-files/kbplus_pkg_949.csv
"Applied Optics,2155-3165,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_949.csv
"Journal of the Optic Socie of America-A-Optics Image Scien and Vision,1520-8532,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_949.csv
"Journal of the Optical Society of America - B - Optical Physics,1520-8540,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_949.csv
"Maastricht Journal of European and Comparative Law,1023-263X,"""",,,,,,,http://www.maastrichtjournal.eu/,,"""","""","""","""","""","""",null,/swets/package-files/kbplus_pkg_984.csv
"European Journal of Social Security,1388-2627,"""",,,,,,,http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl,,"""","""",fulltext,"""","""","""",null,/swets/package-files/kbplus_pkg_984.csv
